Index	Seller_Name	Seller_ID	Base_Price	Shipping	CALC_Total_Price	Created_At	Condition	CALC_Has_Shopback	CALC_Has_Cashrewards	Seller_URL	Product_URL	Offer_ID	PID	Country_Code	Shopback_ID	Shopback_Name	Shopback_URL	Shopback_Commission	Shopback_Created_At	Shopback_Updated_At	Shopback_Hostname	Cashrewards_ID	Cashrewards_Name	Cashrewards_Commission_String	Cashrewards_Commission	Cashrewards_Hyphenated_Name	Cashrewards_Logo	Cashrewards_Online	Cashrewards_Instore	Cashrewards_Hostname	Cashrewards_Created_At	Cashrewards_Updated_At
67	digiDirect Australia	1075	375.37	0	375.37	$D2025-10-01T10:14:05.777Z	new	False	True	www.digidirect.com.au	https://www.digidirect.com.au/motorola-moto-g85-5g-128gb-urban-grey	None	66929271	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1004958	digiDirect	0.7% cashback	0.7	digidirect	//cdn.cashrewards.com/digidirect.jpg?t=637673637541467669	True	False	None	$D2023-11-30T03:50:38.698Z	$D2024-09-18T10:29:30.752Z
68	Mwave Australia	278	299	0	299.00	$D2025-10-01T10:14:05.777Z	new	True	True	mwave.com.au	https://www.mwave.com.au/product/motorola-g55-5g-128gb-smartphone-grey-ac80086	None	66929271	None	63702	Mwave	www.shopback.com.au/mwave	0.5% Cashback	$D2023-08-01T09:56:13.775Z	$D2023-11-25T10:32:54.782Z	mwave.com.au	1004885	Mwave	0.6% cashback	0.6	mwave	//cdn.cashrewards.com/mwave.png?t=637622737569102693	True	False	mwave.com.au	$D2023-07-30T11:50:50.100Z	$D2024-09-18T10:29:30.752Z
69	Kogan.com	103	295	0	295.00	$D2025-10-01T10:14:05.777Z	new	False	False	www.kogan.com	https://www.kogan.com/au/buy/motorola-moto-g55-5g-128gb-forest-grey-00840023282010/	None	66929271	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
70	Mobileciti	202	297	0	297.00	$D2025-10-01T10:14:05.777Z	new	True	True	www.mobileciti.com.au	https://www.mobileciti.com.au/motorola-moto-g55-5g-128gb-grey	None	66929271	None	8410	Mobileciti	www.shopback.com.au/mobileciti	Up to 2.10% Cashback	$D2023-08-01T09:56:13.775Z	None	mobileciti.com.au	1005098	Mobileciti	Up to 2.2% cashback	2.2	mobileciti	//cdn.cashrewards.com/mobileciti.jpg?t=637765071372444088	True	False	mobileciti.com.au	$D2023-07-30T11:50:50.100Z	None
71	optus.com.au	1376989360	291.5	0	291.50	$D2025-10-01T10:14:05.777Z	new	False	False	www.optus.com.au	https://www.optus.com.au/mobile/phones/motorola/g55	None	66929271	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
72	Woolworths	97	308.33	0	308.33	$D2025-10-01T10:14:05.777Z	new	False	False	www.woolworths.com.au	https://www.woolworths.com.au/shop/productdetails/1123031711	None	66929271	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
73	Bunnings Warehouse	47	387.72	0	387.72	$D2025-10-01T10:14:05.777Z	new	False	False	www.bunnings.com.au	https://www.bunnings.com.au/motorola-moto-g85-5g-dual-sim-128gb-8gb-6-7-urban-grey_p0668683	None	66929271	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
74	The Good Guys	10	297	0	297.00	$D2025-10-01T10:14:05.777Z	new	True	True	www.thegoodguys.com.au	https://www.thegoodguys.com.au/motorola-g55-5g-128gb-forest-grey-11901327177	None	66929271	None	8367	The Good Guys	www.shopback.com.au/the-good-guys	Up to 3% Cashback	$D2023-08-01T09:56:13.775Z	$D2023-11-25T10:32:54.782Z	thegoodguys.com.au	1004849	The Good Guys	Up to 2.3% cashback	2.3	the-good-guys	//cdn.cashrewards.com/the-good-guys.jpg?t=637599296823973829	True	False	thegoodguys.com.au	$D2023-07-30T11:50:50.100Z	$D2023-11-25T10:32:11.855Z
75	BIG W	52	349	0	349.00	$D2025-10-01T10:14:05.777Z	new	True	True	www.bigw.com.au	https://www.bigw.com.au/product/moto-g85-5g-128gb-urban-grey/p/947735	None	66929271	None	17706	Big W	www.shopback.com.au/bigw	Up to 4% Cashback	$D2023-08-01T09:56:13.775Z	$D2023-11-25T10:32:54.782Z	bigw.com.au	1004971	BIG W	Up to 2.4% cashback	2.4	big-w	//cdn.cashrewards.com/big-w.png?t=637690919703543365	True	False	bigw.com.au	$D2023-07-30T11:50:50.100Z	$D2023-11-30T03:50:38.698Z
76	JB Hi-Fi	9	299	0	299.00	$D2025-10-01T10:14:05.777Z	new	False	False	www.jbhifi.com.au	https://www.jbhifi.com.au/products/moto-g55-5g-128gb-forest-grey	None	66929271	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
77	Officeworks	57	297	0	297.00	$D2025-10-01T10:14:05.777Z	new	False	False	www.officeworks.com.au	https://www.officeworks.com.au/shop/officeworks/p/motorola-g55-smartphone-4-128gb-grey-motg55grey	None	66929271	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
78	betteroffice.store	1210947108	399	12	411.00	$D2025-09-21T08:28:49.109Z	new	False	False	betteroffice.store	https://betteroffice.store/products/motorola-g85-5g-128gb-urban-grey-au-stock-6-7full-hd-120hz8gb-128gb50mp-32mpdual-simwater-protection5000mah2-year-warranty?variant=45678690435226	None	66929271	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
79	Allphones Online	8569	388	0	388.00	$D2025-09-21T08:28:49.109Z	new	False	False	www.allphones.com.au	https://www.allphones.com.au/motorola-g85-5g-128gb-8gb-urban-grey	None	66929271	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
80	Mobile Wizard Store	1212885227	399	15	414.00	$D2025-08-31T04:09:41.562Z	new	False	False	www.mobilewizardstore.com.au	https://www.mobilewizardstore.com.au/product-page/motorola-g85-5g-128gb-urban-grey-au-stock-6-7-full	None	66929271	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
81	Auzzi Store	6332	421.04	0	421.04	$D2025-08-29T01:21:14.079Z	new	False	False	www.auzzistore.com.au	https://auzzistore.com.au/products/motorola-moto-g85-5g-128gb-urban-grey?variant=46348471075033	None	66929271	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
82	Retravision	80	296	7.76	303.76	$D2025-08-23T12:43:57.961Z	new	False	False	www.retravision.com.au	https://www.retravision.com.au/motorola-moto-g85-5g-128gb-urban-grey-11901324390-pb2a0021au	None	66929271	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
83	GimmeNow	48901932	359	9.7	368.70	$D2025-08-08T07:56:26.170Z	new	False	False	shop.gimmenow.com	https://shop.gimmenow.com/products/moto-g85-5g-128gb-urban-grey?variant=41987319857229	None	66929271	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
84	BroadScope Computers	1270	373	0	373.00	$D2025-05-21T10:54:54.362Z	new	False	False	broadscopeit.com.au	https://broadscopeit.com.au/products/motorola-g85-5g-8128gb-urban-grey-840023263927?variant=44856332845250	None	66929271	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
85	Joyce Mayne	711746650	298	7.95	305.95	$D2025-05-19T09:36:45.343Z	new	False	False	www.joycemayne.com.au	https://www.joycemayne.com.au/moto-g85-5g-128gb-urban-grey.html	None	66929271	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
86	Technology Centre	9940	365	30	395.00	$D2025-05-05T06:52:16.631Z	new	False	False	www.technologycentre.com.au	https://www.technologycentre.com.au/products/motorola-g85-5g-8-128gb-urban-grey-2509095	None	66929271	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
87	Catch.com.au	115	309.79	0	309.79	$D2025-04-29T08:48:50.058Z	new	False	False	www.catch.com.au	https://www.catch.com.au/product/motorola-moto-g85-5g-dual-sim-128gb-8gb-6-7-urban-grey-29240324/	None	66929271	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
88	Screwloose Online Shop	1424471618	397.21	25	422.21	$D2025-04-02T23:51:48.255Z	new	False	False	shop.screwlooseit.com.au	https://shop.screwlooseit.com.au/product/motorola-g85-5g-128gb-urban-greyau-stock6-7full-hd120hz8gb-128gb50mp-32mpdual-simwater-protection5000mah2-year-warranty/	None	66929271	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
89	Ezy P.C. Sales	2808065	377.19	12.95	390.14	$D2025-04-02T03:29:03.310Z	new	False	False	ezypcsales.com.au	https://ezypcsales.com.au/product/motorola-g85-5g-128gb-urban-greyau-stock6-7full-hd120hz8gb-128gb50mp-32mpdual-simwater-protection5000mah2-year-warranty/	None	66929271	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
90	eBay.com.au	157	332.64	0	332.64	$D2025-03-25T19:36:07.369Z	new	True	True	www.ebay.com.au	https://www.ebay.com.au/itm/395613019853	None	66929271	None	25493	eBay	www.shopback.com.au/ebay	Up to 4% Cashback	$D2023-08-01T09:56:13.775Z	$D2023-11-25T10:32:54.782Z	ebay.com.au	1001163	eBay Australia	Up to 5% cashback	5	ebay-australia	//cdn.cashrewards.com/ebay-australia.jpg	True	False	stores.ebay.com.au	$D2023-07-30T11:50:50.100Z	$D2024-09-18T10:29:30.752Z
91	Snaffle	78499855	622.18	0	622.18	$D2025-03-18T22:22:29.649Z	new	False	False	www.snaffle.com.au	https://www.snaffle.com.au/p/%7B%7Bprocess.slugify(decodeURIComponent(Variant.Slug))%7D%7D/	None	66929271	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
