Index	Seller_Name	Seller_ID	Base_Price	Shipping	CALC_Total_Price	Created_At	Condition	CALC_Has_Shopback	CALC_Has_Cashrewards	Seller_URL	Product_URL	Offer_ID	PID	Country_Code	Shopback_ID	Shopback_Name	Shopback_URL	Shopback_Commission	Shopback_Created_At	Shopback_Updated_At	Shopback_Hostname	Cashrewards_ID	Cashrewards_Name	Cashrewards_Commission_String	Cashrewards_Commission	Cashrewards_Hyphenated_Name	Cashrewards_Logo	Cashrewards_Online	Cashrewards_Instore	Cashrewards_Hostname	Cashrewards_Created_At	Cashrewards_Updated_At
51	Ubuy	90513774	745	0	745.00	$D2025-09-28T22:34:51.002Z	new	False	False	www.u-buy.com.au	https://www.u-buy.com.au/productuk/MV8L071A0-moto-g75-8-256-succulent-green	None	83429707	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
52	microboss.com.au	78707886	436.29	0	436.29	$D2025-09-28T22:34:51.002Z	new	False	False	None	https://www.microboss.com.au/catalog/product/view/id/2335187	None	83429707	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
53	eBay - youritdelivered	339220012	591.194511	0	591.19	$D2025-09-28T22:34:51.002Z	new	False	False	None	https://www.ebay.com.au/itm/317316998516	None	83429707	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
54	Zelrose IT	51017477	499	12.5	511.50	$D2025-09-14T01:53:37.581Z	new	False	False	None	https://shop.zelrose.com.au/products/motorola-g75-5g-256gb-with-moto-buds-charcoal-grey-au-stock-6-8-full-hd-120hz-8gb-256gb-dual-sim-50mp-16mp-water-protection-5000mah-2year-warranty?variant=50892878020887	None	83429707	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
55	Ezy P.C. Sales	2808065	391.56	12.95	404.51	$D2025-09-14T01:53:37.581Z	new	False	False	ezypcsales.com.au	https://ezypcsales.com.au/product/motorola-g75-5g-256gb-with-moto-buds-charcoal-greyau-stock6-8full-hd120hz8gb-256gbdual-sim50mp-16mpwater-protection5000mah2year-warranty/	None	83429707	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
56	Mobile Wizard Store	1212885227	499	15	514.00	$D2025-08-23T11:01:27.827Z	new	False	False	www.mobilewizardstore.com.au	https://www.mobilewizardstore.com.au/product-page/motorola-g75-5g-256gb-with-moto-buds-charcoal-grey-au-stock-6-8-full	None	83429707	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
57	cybertechlab.com.au	1464195854	424.15	20	444.15	$D2025-07-28T22:35:09.370Z	new	False	False	None	https://cybertechlab.com.au/products/motorola-g75-5g-256gb-with-moto-buds-charcoal-grey-au-stock-6-8-full-hd-120hz-8gb-256gb-dual-sim-50mp-16mp-water-protection-5000mah-2year-warranty	None	83429707	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
58	Joyce Mayne	711746650	277	7.95	284.95	$D2025-06-20T16:42:06.111Z	new	False	False	www.joycemayne.com.au	https://www.joycemayne.com.au/motorola-moto-g75-5g-256gb-charcoal-grey.html	None	83429707	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
59	eBay - ozzie_collecta	467756700	395	5	400.00	$D2025-06-16T07:03:09.539Z	new	False	False	None	https://www.ebay.com.au/itm/335991073910	None	83429707	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
60	JB Hi-Fi	9	499	6.99	505.99	$D2025-06-05T03:15:37.431Z	new	False	False	www.jbhifi.com.au	https://www.jbhifi.com.au/products/moto-g75-5g-256gb-with-moto-buds-charcoal-grey	None	83429707	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
